Drug ID,Drug name,Target ID,Target name,Score,label
DB01142,Doxepin,P20309,CHRM3,0.93481,1
DB00461,Nabumetone,P23219,PTGS1,0.93462,1
DB00422,Methylphenidate,Q01959,SLC6A3,0.93446,1
DB01159,Halothane,O14649,KCNK3,0.93443,1
DB00692,Phentolamine,P35348,ADRA1A,0.93416,1
DB01595,Nitrazepam,P48169,GABRA4,0.93411,1
DB00422,Methylphenidate,P23975,SLC6A2,0.93382,1
DB01186,Pergolide,P28223,HTR2A,0.93369,1
DB00842,Oxazepam,O14764,GABRD,0.93352,1
DB00683,Midazolam,O14764,GABRD,0.93347,1
DB01224,Quetiapine,P35368,ADRA1B,0.93317,1
DB00734,Risperidone,P28335,HTR2C,0.93296,1
DB00268,Ropinirole,P14416,DRD2,0.93258,1
DB00396,Progesterone,P10275,AR,0.93225,0
DB00363,Clozapine,P35348,ADRA1A,0.93221,1
DB00829,Diazepam,O14764,GABRD,0.93212,1
DB00842,Oxazepam,P14867,GABRA1,0.93211,1
DB01115,Nifedipine,Q13698,CACNA1S,0.93201,1
DB00897,Triazolam,P48169,GABRA4,0.93195,1
DB00404,Alprazolam,O14764,GABRD,0.93186,1
DB00248,Cabergoline,P35462,DRD3,0.93184,1
DB01238,Aripiprazole,P08173,CHRM4,0.93183,1
DB01142,Doxepin,P23975,SLC6A2,0.93177,1
DB00434,Cyproheptadine,P20309,CHRM3,0.93175,1
DB00829,Diazepam,P14867,GABRA1,0.9316,1
DB00334,Olanzapine,P35348,ADRA1A,0.93101,1
DB00368,Norepinephrine,P35368,ADRA1B,0.93099,1
DB00669,Sumatriptan,P08908,HTR1A,0.93051,1
DB01238,Aripiprazole,P20309,CHRM3,0.93028,1
DB00829,Diazepam,P18505,GABRB1,0.93016,1
DB00458,Imipramine,P35348,ADRA1A,0.92989,1
DB00622,Nicardipine,P25100,ADRA1D,0.92989,1
DB00268,Ropinirole,P18089,ADRA2B,0.92985,1
DB01215,Estazolam,P24046,GABRR1,0.92982,1
DB00349,Clobazam,P24046,GABRR1,0.92976,1
DB01159,Halothane,P42261,GRIA1,0.92974,0
DB00334,Olanzapine,P08172,CHRM2,0.9293,1
DB00669,Sumatriptan,P28221,HTR1D,0.92907,1
DB00605,Sulindac,P23219,PTGS1,0.92878,1
DB00281,Lidocaine,Q14524,SCN5A,0.92793,1
DB01050,Ibuprofen,P23219,PTGS1,0.92791,1
DB00918,Almotriptan,P28221,HTR1D,0.92726,1
DB00788,Naproxen,P23219,PTGS1,0.92725,1
DB00918,Almotriptan,P08908,HTR1A,0.92666,0
DB00788,Naproxen,P35354,PTGS2,0.92662,1
DB00715,Paroxetine,P31645,SLC6A4,0.92659,1
DB00277,Theophylline,Q07343,PDE4B,0.92637,1
DB00842,Oxazepam,P48169,GABRA4,0.92635,1
DB00611,Butorphanol,P35372,OPRM1,0.92626,1
DB00408,Loxapine,P08908,HTR1A,0.92557,0
DB00953,Rizatriptan,P08908,HTR1A,0.92521,0
DB01200,Bromocriptine,P34969,HTR7,0.92507,1
DB00246,Ziprasidone,P35462,DRD3,0.92502,1
DB00418,Secobarbital,P34903,GABRA3,0.92484,1
DB00594,Amiloride,P51170,SCNN1G,0.92462,1
DB01242,Clomipramine,P23975,SLC6A2,0.92434,1
DB01238,Aripiprazole,P18825,ADRA2C,0.92406,1
DB01200,Bromocriptine,P35368,ADRA1B,0.92396,1
DB00937,Diethylpropion,P23975,SLC6A2,0.92392,1
DB00586,Diclofenac,P23219,PTGS1,0.9235,1
DB00363,Clozapine,P34969,HTR7,0.92343,1
DB00363,Clozapine,P28222,HTR1B,0.92342,1
DB01337,Pancuronium,Q15822,CHRNA2,0.92307,1
DB00454,Meperidine,Q05586,GRIN1,0.92291,1
DB00714,Apomorphine,P28335,HTR2C,0.92287,1
DB00363,Clozapine,P21917,DRD4,0.92276,1
DB01236,Sevoflurane,P14867,GABRA1,0.92247,1
DB00674,Galantamine,P30926,CHRNB4,0.92228,1
DB00418,Secobarbital,P42262,GRIA2,0.92227,1
DB00782,Propantheline,P11229,CHRM1,0.92198,1
DB01238,Aripiprazole,P35348,ADRA1A,0.92188,1
DB01203,Nadolol,P07550,ADRB2,0.92167,1
DB00457,Prazosin,P35348,ADRA1A,0.92157,1
DB01023,Felodipine,Q13698,CACNA1S,0.92147,1
DB00201,Caffeine,Q07343,PDE4B,0.92124,1
DB00904,Ondansetron,P28222,HTR1B,0.92118,1
DB00458,Imipramine,P23975,SLC6A2,0.92117,1
DB00458,Imipramine,P28223,HTR2A,0.92092,1
DB00620,Triamcinolone,P04150,NR3C1,0.92087,1
DB00794,Primidone,P14867,GABRA1,0.92049,1
DB01151,Desipramine,P08588,ADRB1,0.92002,1
DB00413,Pramipexole,P21917,DRD4,0.92001,1
DB01149,Nefazodone,P31645,SLC6A4,0.92,1
DB01142,Doxepin,P31645,SLC6A4,0.91986,1
DB00404,Alprazolam,P24046,GABRR1,0.91985,1
DB01242,Clomipramine,P31645,SLC6A4,0.91948,1
DB01105,Sibutramine,Q01959,SLC6A3,0.91914,1
DB01558,Bromazepam,O14764,GABRD,0.91908,1
DB00708,Sufentanil,P35372,OPRM1,0.91896,1
DB00734,Risperidone,P08912,CHRM5,0.91859,0
DB00477,Chlorpromazine,P28223,HTR2A,0.91828,1
DB00289,Atomoxetine,P31645,SLC6A4,0.91794,1
DB00571,Propranolol,P07550,ADRB2,0.91769,1
DB00401,Nisoldipine,Q13698,CACNA1S,0.91759,1
DB01558,Bromazepam,Q99928,GABRG3,0.91745,1
DB00246,Ziprasidone,P20309,CHRM3,0.91727,1
DB00683,Midazolam,P24046,GABRR1,0.91719,1
DB00396,Progesterone,P06401,PGR,0.91709,1
DB00404,Alprazolam,P28476,GABRR2,0.91691,1
DB00449,Dipivefrin,P35348,ADRA1A,0.91679,1
DB00461,Nabumetone,P35354,PTGS2,0.91671,1
DB00540,Nortriptyline,P08912,CHRM5,0.91649,1
DB00804,Dicyclomine,P08172,CHRM2,0.91637,1
DB00714,Apomorphine,P28223,HTR2A,0.9162,1
DB01115,Nifedipine,Q13936,CACNA1C,0.91619,1
DB00388,Phenylephrine,P25100,ADRA1D,0.91607,1
DB01656,Roflumilast,Q07343,PDE4B,0.91603,1
DB00285,Venlafaxine,P23975,SLC6A2,0.91597,1
DB00408,Loxapine,P18825,ADRA2C,0.91597,0
DB00308,Ibutilide,Q12809,KCNH2,0.9159,1
DB00363,Clozapine,P21728,DRD1,0.91582,1
DB00454,Meperidine,P31645,SLC6A4,0.91557,0
DB01151,Desipramine,P20309,CHRM3,0.91554,1
DB00376,Trihexyphenidyl,P08173,CHRM4,0.91501,1
DB00248,Cabergoline,P21728,DRD1,0.91499,1
DB01009,Ketoprofen,P23219,PTGS1,0.91492,1
DB00381,Amlodipine,Q13698,CACNA1S,0.91483,1
DB00690,Flurazepam,P48169,GABRA4,0.91478,1
DB01151,Desipramine,P23975,SLC6A2,0.91473,1
DB06274,Alvimopan,P41145,OPRK1,0.9146,1
DB01142,Doxepin,P28335,HTR2C,0.9144,1
DB01558,Bromazepam,Q8N1C3,GABRG1,0.91432,1
DB01142,Doxepin,P25100,ADRA1D,0.91416,1
DB00457,Prazosin,P25100,ADRA1D,0.91391,1
DB00408,Loxapine,P11229,CHRM1,0.91367,0
DB00708,Sufentanil,P41143,OPRD1,0.91355,1
DB00925,Phenoxybenzamine,P35348,ADRA1A,0.9135,1
DB00921,Buprenorphine,P41145,OPRK1,0.91327,1
DB00909,Zonisamide,Q99250,SCN2A,0.9132,1
DB00363,Clozapine,P28221,HTR1D,0.91264,1
DB00335,Atenolol,P08588,ADRB1,0.91196,1
DB00370,Mirtazapine,P35348,ADRA1A,0.91159,0
DB00458,Imipramine,P20309,CHRM3,0.91131,1
DB01242,Clomipramine,P28335,HTR2C,0.91126,1
DB01224,Quetiapine,P28221,HTR1D,0.91101,1
DB01200,Bromocriptine,P30939,HTR1F,0.91095,0
DB01148,Flavoxate,P08172,CHRM2,0.91061,1
DB00363,Clozapine,P18825,ADRA2C,0.91036,1
DB00687,Fludrocortisone,P10275,AR,0.91021,1
DB00850,Perphenazine,P21728,DRD1,0.91015,1
DB00714,Apomorphine,P21918,DRD5,0.90995,1
DB00998,Frovatriptan,P08908,HTR1A,0.90984,0
DB00989,Rivastigmine,P22303,ACHE,0.90983,1
DB01186,Pergolide,P21918,DRD5,0.90886,1
DB01036,Tolterodine,P20309,CHRM3,0.90882,1
DB00268,Ropinirole,P18825,ADRA2C,0.90838,1
DB01591,Solifenacin,P08912,CHRM5,0.90833,1
DB00211,Midodrine,P35348,ADRA1A,0.90825,1
DB00454,Meperidine,P23975,SLC6A2,0.90817,0
DB00918,Almotriptan,P28222,HTR1B,0.90811,1
DB00696,Ergotamine,P25100,ADRA1D,0.90801,1
DB00907,Cocaine,P23975,SLC6A2,0.90743,1
DB00246,Ziprasidone,P08908,HTR1A,0.90712,1
DB00869,Dorzolamide,P00918,CA2,0.9071,1
DB01242,Clomipramine,P08908,HTR1A,0.90682,0
DB06274,Alvimopan,P35372,OPRM1,0.90678,1
DB00418,Secobarbital,P48169,GABRA4,0.90676,1
DB01151,Desipramine,P25100,ADRA1D,0.90669,0
DB01200,Bromocriptine,P21917,DRD4,0.90668,1
DB00715,Paroxetine,P23975,SLC6A2,0.90663,1
DB01238,Aripiprazole,P34969,HTR7,0.90654,1
DB00623,Fluphenazine,P35348,ADRA1A,0.90591,0
DB00603,Medroxyprogesterone,P10275,AR,0.90589,0
DB01364,Ephedrine,P23975,SLC6A2,0.90587,1
DB00696,Ergotamine,P14416,DRD2,0.90585,1
DB00904,Ondansetron,P08908,HTR1A,0.90582,1
DB00712,Flurbiprofen,P23219,PTGS1,0.90579,1
DB01210,Levobunolol,P07550,ADRB2,0.90579,1
DB06204,Tapentadol,P23975,SLC6A2,0.90564,1
DB01105,Sibutramine,P31645,SLC6A4,0.90552,1
DB06216,Asenapine,P34969,HTR7,0.90531,1
DB00714,Apomorphine,P34969,HTR7,0.90505,0
DB00373,Timolol,P07550,ADRB2,0.9046,1
DB01151,Desipramine,P31645,SLC6A4,0.90454,1
DB00318,Codeine,P35372,OPRM1,0.90442,1
DB00661,Verapamil,Q14524,SCN5A,0.90438,1
DB01151,Desipramine,P11229,CHRM1,0.90429,1
DB00246,Ziprasidone,P28335,HTR2C,0.90426,1
DB00321,Amitriptyline,P28335,HTR2C,0.90401,0
DB00784,Mefenamic acid,P23219,PTGS1,0.90383,1
DB01200,Bromocriptine,P21918,DRD5,0.90327,1
DB00246,Ziprasidone,P18825,ADRA2C,0.90302,1
DB01200,Bromocriptine,P25100,ADRA1D,0.90294,1
DB06800,Methylnaltrexone,P41145,OPRK1,0.90288,1
DB00749,Etodolac,P35354,PTGS2,0.90263,1
DB01115,Nifedipine,Q01668,CACNA1D,0.90246,1
DB00734,Risperidone,P08913,ADRA2A,0.90238,1
DB00651,Dyphylline,P30542,ADORA1,0.90226,1
DB00656,Trazodone,P08913,ADRA2A,0.90209,1
DB00734,Risperidone,P08173,CHRM4,0.90195,0
DB00370,Mirtazapine,P08913,ADRA2A,0.90193,1
DB00594,Amiloride,P37088,SCNN1A,0.90165,1
DB00734,Risperidone,P35462,DRD3,0.9015,1
DB01238,Aripiprazole,P11229,CHRM1,0.90129,1
DB00197,Troglitazone,P37231,PPARG,0.90123,1
DB00991,Oxaprozin,P23219,PTGS1,0.90115,1
DB01104,Sertraline,Q01959,SLC6A3,0.90093,1
DB00289,Atomoxetine,P23975,SLC6A2,0.90058,1
DB00703,Methazolamide,P00918,CA2,0.90024,1
DB00624,Testosterone,P10275,AR,0.89995,1
DB00497,Oxycodone,P41143,OPRD1,0.89989,1
DB06216,Asenapine,P07550,ADRB2,0.89976,1
DB00201,Caffeine,P30542,ADORA1,0.89959,1
DB00594,Amiloride,P51172,SCNN1D,0.89933,1
DB00210,Adapalene,P10826,RARB,0.89895,1
DB00871,Terbutaline,P07550,ADRB2,0.8987,1
DB01268,Sunitinib,P09619,PDGFRB,0.89851,1
DB04896,Milnacipran,P23975,SLC6A2,0.89838,1
DB00794,Primidone,P48169,GABRA4,0.89805,1
DB01268,Sunitinib,P35968,KDR,0.89775,1
DB00344,Protriptyline,P23975,SLC6A2,0.89763,1
DB00413,Pramipexole,P41595,HTR2B,0.89763,1
DB01254,Dasatinib,P09619,PDGFRB,0.8976,1
DB00640,Adenosine,P29274,ADORA2A,0.89699,1
DB01224,Quetiapine,P21918,DRD5,0.8969,1
DB00540,Nortriptyline,P35348,ADRA1A,0.89673,1
DB00344,Protriptyline,P31645,SLC6A4,0.89669,1
DB00351,Megestrol,P04150,NR3C1,0.89656,1
DB00381,Amlodipine,Q13936,CACNA1C,0.89646,1
DB00887,Bumetanide,Q13621,SLC12A1,0.89618,1
DB00465,Ketorolac,P35354,PTGS2,0.89611,1
DB00860,Prednisolone,P04150,NR3C1,0.89608,1
DB01238,Aripiprazole,P28335,HTR2C,0.89541,1
DB00543,Amoxapine,P28335,HTR2C,0.89514,0
DB00334,Olanzapine,P34969,HTR7,0.89507,1
DB01224,Quetiapine,P25100,ADRA1D,0.89506,1
DB00640,Adenosine,P30542,ADORA1,0.89495,1
DB01238,Aripiprazole,P21917,DRD4,0.89471,1
DB01142,Doxepin,P08173,CHRM4,0.89458,1
DB01242,Clomipramine,P18825,ADRA2C,0.89456,0
DB00248,Cabergoline,P34969,HTR7,0.89454,1
DB00215,Citalopram,P31645,SLC6A4,0.89451,1
DB00247,Methysergide,P08908,HTR1A,0.89446,1
DB00669,Sumatriptan,P28222,HTR1B,0.89413,1
DB00413,Pramipexole,P21728,DRD1,0.89401,1
DB01558,Bromazepam,P28476,GABRR2,0.89392,1
DB01149,Nefazodone,P23975,SLC6A2,0.89382,1
DB00277,Theophylline,P29274,ADORA2A,0.89381,1
DB00334,Olanzapine,P21917,DRD4,0.89364,1
DB00211,Midodrine,P25100,ADRA1D,0.89356,0
DB00458,Imipramine,P31645,SLC6A4,0.89337,1
DB00734,Risperidone,P18825,ADRA2C,0.89311,1
DB00321,Amitriptyline,P11229,CHRM1,0.8926,1
DB04861,Nebivolol,P07550,ADRB2,0.8924,1
DB00334,Olanzapine,P21728,DRD1,0.89236,1
DB00813,Fentanyl,P41143,OPRD1,0.89173,1
DB06710,Methyltestosterone,P10275,AR,0.89172,1
DB00484,Brimonidine,P08913,ADRA2A,0.89064,1
DB01226,Mivacurium,P20309,CHRM3,0.89061,1
DB00408,Loxapine,P08913,ADRA2A,0.89055,0
DB00328,Indomethacin,P23219,PTGS1,0.89018,1
DB00411,Carbachol,P20309,CHRM3,0.89015,0
DB00782,Propantheline,P20309,CHRM3,0.89009,0
DB00268,Ropinirole,P21918,DRD5,0.88992,1
DB00960,Pindolol,P08908,HTR1A,0.8898,1
DB01618,Molindone,P11229,CHRM1,0.88976,1
DB00413,Pramipexole,P21918,DRD5,0.8897,1
DB00706,Tamsulosin,P35348,ADRA1A,0.88965,1
DB00921,Buprenorphine,P41143,OPRD1,0.88943,1
DB00371,Meprobamate,P14867,GABRA1,0.88932,1
DB00246,Ziprasidone,P35348,ADRA1A,0.8892,1
DB01406,Danazol,P04150,NR3C1,0.88856,0
DB06216,Asenapine,P21918,DRD5,0.88837,0
DB00228,Enflurane,Q09470,KCNA1,0.88787,1
DB00363,Clozapine,P35368,ADRA1B,0.88761,1
DB00799,Tazarotene,P13631,RARG,0.88759,1
DB06274,Alvimopan,P41143,OPRD1,0.88746,1
DB01100,Pimozide,P14416,DRD2,0.88703,1
DB01226,Mivacurium,P08172,CHRM2,0.88657,1
DB00964,Apraclonidine,P08913,ADRA2A,0.88639,1
DB00668,Epinephrine,P25100,ADRA1D,0.88611,1
DB00248,Cabergoline,P41595,HTR2B,0.88604,1
DB00312,Pentobarbital,P14867,GABRA1,0.88532,1
DB00268,Ropinirole,P21917,DRD4,0.88526,1
DB01043,Memantine,Q8TCU5,GRIN3A,0.88523,1
DB00829,Diazepam,P34903,GABRA3,0.88494,1
DB00458,Imipramine,P08172,CHRM2,0.88487,1
DB00813,Fentanyl,P35372,OPRM1,0.88466,1
DB01023,Felodipine,Q01668,CACNA1D,0.88421,1
DB00925,Phenoxybenzamine,P07550,ADRB2,0.8842,1
DB00696,Ergotamine,P35368,ADRA1B,0.88415,1
DB01105,Sibutramine,P23975,SLC6A2,0.88415,1
DB00454,Meperidine,P41145,OPRK1,0.88386,1
DB00398,Sorafenib,P35968,KDR,0.88366,1
DB00905,Bimatoprost,P34995,PTGER1,0.8836,1
DB01119,Diazoxide,P00918,CA2,0.88345,1
DB00216,Eletriptan,P18089,ADRA2B,0.88323,0
DB01159,Halothane,Q09470,KCNA1,0.883,0
DB00449,Dipivefrin,P07550,ADRB2,0.88288,1
DB01174,Phenobarbital,P36544,CHRNA7,0.88237,1
DB01009,Ketoprofen,P35354,PTGS2,0.88199,1
DB00401,Nisoldipine,Q13936,CACNA1C,0.88176,1
DB00401,Nisoldipine,Q01668,CACNA1D,0.88146,1
DB01233,Metoclopramide,P14416,DRD2,0.88146,1
DB00624,Testosterone,P04150,NR3C1,0.88144,0
DB00813,Fentanyl,P41145,OPRK1,0.88121,1
DB00804,Dicyclomine,P11229,CHRM1,0.88103,1
DB01173,Orphenadrine,P23975,SLC6A2,0.88092,1
DB00829,Diazepam,P28476,GABRR2,0.88088,1
DB01142,Doxepin,P08912,CHRM5,0.8804,1
DB00321,Amitriptyline,P25100,ADRA1D,0.88025,1
DB06800,Methylnaltrexone,P41143,OPRD1,0.88025,0
DB00907,Cocaine,Q01959,SLC6A3,0.88014,1
DB01047,Fluocinonide,P04150,NR3C1,0.88012,1
DB00273,Topiramate,P00918,CA2,0.87998,1
DB00714,Apomorphine,P08908,HTR1A,0.87943,1
DB00277,Theophylline,P27815,PDE4A,0.87942,1
DB00216,Eletriptan,P30939,HTR1F,0.87935,1
DB00960,Pindolol,P28222,HTR1B,0.87935,1
DB00836,Loperamide,P41145,OPRK1,0.8793,1
DB01156,Bupropion,P31645,SLC6A4,0.87922,0
DB00543,Amoxapine,P35462,DRD3,0.87908,0
DB01014,Balsalazide,P35354,PTGS2,0.87883,1
DB00318,Codeine,P41143,OPRD1,0.87874,1
DB00937,Diethylpropion,P31645,SLC6A4,0.87851,0
DB01036,Tolterodine,P08172,CHRM2,0.87844,1
DB00706,Tamsulosin,P25100,ADRA1D,0.8778,1
DB00799,Tazarotene,P10826,RARB,0.87774,1
DB00708,Sufentanil,P41145,OPRK1,0.87716,1
DB00749,Etodolac,P23219,PTGS1,0.87711,1
DB01151,Desipramine,P08172,CHRM2,0.87682,1
DB00248,Cabergoline,P21918,DRD5,0.87678,1
DB00661,Verapamil,Q13698,CACNA1S,0.87657,1
DB00215,Citalopram,P23975,SLC6A2,0.87655,0
DB00210,Adapalene,P13631,RARG,0.87652,1
DB00683,Midazolam,P28476,GABRR2,0.8763,1
DB00284,Acarbose,O43451,MGAM,0.87615,1
DB00247,Methysergide,P28221,HTR1D,0.87588,0
DB00465,Ketorolac,P23219,PTGS1,0.87584,1
DB06710,Methyltestosterone,P04150,NR3C1,0.87576,0
DB00988,Dopamine,P08588,ADRB1,0.87515,0
DB00222,Glimepiride,Q09428,ABCC8,0.87501,1
DB01238,Aripiprazole,P08912,CHRM5,0.87501,1
DB00591,Fluocinolone Acetonide,P04150,NR3C1,0.87441,1
DB00679,Thioridazine,P28223,HTR2A,0.8743,1
DB00543,Amoxapine,P18089,ADRA2B,0.87352,0
DB01203,Nadolol,P08588,ADRB1,0.87332,1
DB00422,Methylphenidate,P31645,SLC6A4,0.87327,1
DB00734,Risperidone,P34969,HTR7,0.87312,0
DB01268,Sunitinib,P16234,PDGFRA,0.87308,1
DB00905,Bimatoprost,P43088,PTGFR,0.87286,1
DB01186,Pergolide,P25100,ADRA1D,0.87272,1
DB00794,Primidone,P42262,GRIA2,0.87244,1
DB01242,Clomipramine,P35462,DRD3,0.87206,0
DB00321,Amitriptyline,P08913,ADRA2A,0.87182,1
DB00909,Zonisamide,P22748,CA4,0.87133,1
DB00458,Imipramine,P11229,CHRM1,0.8713,1
DB01215,Estazolam,P48169,GABRA4,0.87128,0
DB00411,Carbachol,P11229,CHRM1,0.87124,1
DB06216,Asenapine,P41595,HTR2B,0.87117,1
DB01151,Desipramine,P08913,ADRA2A,0.87101,0
DB00959,Methylprednisolone,P04150,NR3C1,0.87084,1
DB00651,Dyphylline,P29274,ADORA2A,0.87056,1
DB00246,Ziprasidone,P21917,DRD4,0.86959,1
DB00794,Primidone,P43681,CHRNA4,0.86945,1
DB01242,Clomipramine,P18089,ADRA2B,0.86942,0
DB06800,Methylnaltrexone,P35372,OPRM1,0.86934,1
DB00476,Duloxetine,P31645,SLC6A4,0.86923,1
DB01320,Fosphenytoin,Q14524,SCN5A,0.86897,1
DB00476,Duloxetine,P23975,SLC6A2,0.86896,1
DB00459,Acitretin,P19793,RXRA,0.86891,1
DB01200,Bromocriptine,P21728,DRD1,0.86885,1
DB01142,Doxepin,P14416,DRD2,0.86871,1
DB01151,Desipramine,P28335,HTR2C,0.86864,0
DB00408,Loxapine,P35462,DRD3,0.86829,0
DB00496,Darifenacin,P08173,CHRM4,0.8678,1
DB01224,Quetiapine,P30939,HTR1F,0.86752,0
DB01186,Pergolide,P18825,ADRA2C,0.86744,1
DB00543,Amoxapine,P25100,ADRA1D,0.86721,0
DB01062,Oxybutynin,P08172,CHRM2,0.86709,1
DB00247,Methysergide,P28222,HTR1B,0.86707,0
DB01023,Felodipine,Q13936,CACNA1C,0.86664,1
DB00457,Prazosin,P35368,ADRA1B,0.86652,1
DB00418,Secobarbital,P36544,CHRNA7,0.86629,1
DB00496,Darifenacin,P08912,CHRM5,0.86619,1
DB00542,Benazepril,P12821,ACE,0.86545,1
DB01142,Doxepin,P08908,HTR1A,0.8651,1
DB00434,Cyproheptadine,P11229,CHRM1,0.86505,1
DB00831,Trifluoperazine,P21728,DRD1,0.865,0
DB00691,Moexipril,P12821,ACE,0.86487,1
DB00500,Tolmetin,P35354,PTGS2,0.86442,1
DB00321,Amitriptyline,P08912,CHRM5,0.86441,1
DB00202,Succinylcholine,P11229,CHRM1,0.86411,1
DB00988,Dopamine,Q01959,SLC6A3,0.86392,1
DB00248,Cabergoline,P30939,HTR1F,0.86382,0
DB00458,Imipramine,P08912,CHRM5,0.8638,1
DB00721,Procaine,Q14524,SCN5A,0.86372,0
DB00834,Mifepristone,P04150,NR3C1,0.86365,1
DB00706,Tamsulosin,P35368,ADRA1B,0.86354,1
DB00714,Apomorphine,P21917,DRD4,0.86347,1
DB01148,Flavoxate,P11229,CHRM1,0.86322,1
DB01186,Pergolide,P08913,ADRA2A,0.86317,1
DB00246,Ziprasidone,P28222,HTR1B,0.86315,1
DB00904,Ondansetron,P28221,HTR1D,0.86307,0
DB00836,Loperamide,P41143,OPRD1,0.86294,1
DB00870,Suprofen,P35354,PTGS2,0.8626,1
DB00794,Primidone,P34903,GABRA3,0.86249,1
DB00819,Acetazolamide,P22748,CA4,0.86195,1
DB00806,Pentoxifylline,P29274,ADORA2A,0.86141,1
DB00408,Loxapine,P35348,ADRA1A,0.86133,0
DB00247,Methysergide,P28223,HTR2A,0.86096,1
DB00320,Dihydroergotamine,P08913,ADRA2A,0.86085,1
DB00651,Dyphylline,Q08499,PDE4D,0.8607,1
DB00810,Biperiden,P08172,CHRM2,0.86056,0
DB00674,Galantamine,P02708,CHRNA1,0.85977,1
DB00809,Tropicamide,P20309,CHRM3,0.85959,1
DB00612,Bisoprolol,P07550,ADRB2,0.85956,1
DB00346,Alfuzosin,P35348,ADRA1A,0.85936,1
DB00458,Imipramine,P25100,ADRA1D,0.8593,1
DB00434,Cyproheptadine,P08172,CHRM2,0.85906,1
DB00321,Amitriptyline,P08172,CHRM2,0.85878,1
DB00907,Cocaine,P31645,SLC6A4,0.85845,1
DB01186,Pergolide,P35368,ADRA1B,0.85809,1
DB00804,Dicyclomine,P20309,CHRM3,0.85742,0
DB01200,Bromocriptine,P41595,HTR2B,0.85741,1
DB00246,Ziprasidone,P21918,DRD5,0.85736,1
DB00393,Nimodipine,O00305,CACNB4,0.8572,1
DB00674,Galantamine,P07510,CHRNG,0.85703,1
DB00674,Galantamine,P17787,CHRNB2,0.85694,1
DB00960,Pindolol,P35348,ADRA1A,0.8568,0
DB00734,Risperidone,P35368,ADRA1B,0.85669,1
DB01210,Levobunolol,P08588,ADRB1,0.8565,1
DB00554,Piroxicam,P23219,PTGS1,0.8561,1
DB01159,Halothane,Q9NPC2,KCNK9,0.85594,1
DB00346,Alfuzosin,P25100,ADRA1D,0.85588,1
DB00489,Sotalol,P08588,ADRB1,0.85588,1
DB00721,Procaine,Q9Y5Y9,SCN10A,0.85587,1
DB00384,Triamterene,P37088,SCNN1A,0.85561,1
DB00277,Theophylline,P29275,ADORA2B,0.85524,1
DB00909,Zonisamide,Q16790,CA9,0.85511,1
DB01142,Doxepin,P35462,DRD3,0.85505,0
DB00193,Tramadol,P23975,SLC6A2,0.85489,1
DB00783,Estradiol,P03372,ESR1,0.85451,1
DB01162,Terazosin,P35368,ADRA1B,0.85437,1
DB01254,Dasatinib,P35968,KDR,0.85432,0
DB00907,Cocaine,Q14524,SCN5A,0.85408,1
DB01149,Nefazodone,P35348,ADRA1A,0.85365,1
DB00540,Nortriptyline,P08172,CHRM2,0.8535,1
DB01069,Promethazine,P35348,ADRA1A,0.85348,1
DB00398,Sorafenib,P17948,FLT1,0.85328,0
DB00376,Trihexyphenidyl,P08912,CHRM5,0.85325,1
DB00201,Caffeine,P29274,ADORA2A,0.85305,1
DB00246,Ziprasidone,P11229,CHRM1,0.85277,1
DB00622,Nicardipine,P35368,ADRA1B,0.85236,1
DB00459,Acitretin,P10826,RARB,0.85224,1
DB00388,Phenylephrine,P35368,ADRA1B,0.85221,1
DB00754,Ethotoin,Q14524,SCN5A,0.85218,1
DB00861,Diflunisal,P23219,PTGS1,0.85209,1
DB00216,Eletriptan,P34969,HTR7,0.8519,1
DB00408,Loxapine,P28222,HTR1B,0.85164,0
DB00384,Triamterene,P51172,SCNN1D,0.85144,1
DB00697,Tizanidine,P28335,HTR2C,0.85126,0
DB01142,Doxepin,P18089,ADRA2B,0.85111,1
DB00431,Lindane,P14867,GABRA1,0.85107,0
DB00988,Dopamine,P14416,DRD2,0.85032,1
DB01173,Orphenadrine,Q8TCU5,GRIN3A,0.85032,1
DB00543,Amoxapine,P21728,DRD1,0.8498,1
DB00909,Zonisamide,P07451,CA3,0.84966,1
DB00640,Adenosine,P29275,ADORA2B,0.84951,1
DB00909,Zonisamide,P35499,SCN4A,0.84947,1
DB00312,Pentobarbital,P42262,GRIA2,0.84933,1
DB00679,Thioridazine,P21728,DRD1,0.8492,1
DB00334,Olanzapine,P50406,HTR6,0.84914,1
DB00909,Zonisamide,O43570,CA12,0.84908,1
DB00714,Apomorphine,P28221,HTR1D,0.84884,1
DB01268,Sunitinib,P35916,FLT4,0.8488,1
DB01069,Promethazine,P14416,DRD2,0.84865,1
DB00715,Paroxetine,P20309,CHRM3,0.84848,1
DB01183,Naloxone,P41145,OPRK1,0.84847,1
DB00697,Tizanidine,P18089,ADRA2B,0.84831,1
DB00373,Timolol,P08588,ADRB1,0.8483,1
DB00619,Imatinib,P09619,PDGFRB,0.84827,1
DB00806,Pentoxifylline,P29275,ADORA2B,0.84826,0
DB00714,Apomorphine,P35368,ADRA1B,0.84816,0
DB00433,Prochlorperazine,P14416,DRD2,0.84814,1
DB01100,Pimozide,P28223,HTR2A,0.84775,0
DB00679,Thioridazine,P35368,ADRA1B,0.84755,1
DB01234,Dexamethasone,P10275,AR,0.84748,0
DB00732,Atracurium,Q15822,CHRNA2,0.84742,1
DB01238,Aripiprazole,P08913,ADRA2A,0.84731,1
