Drug ID,Drug name,Target ID,Target name,Score,Label
DB00808,Indapamide,759,CA1,1.012,1
DB01267,Paliperidone,1813,DRD2,1.012,1
DB06616,Bosutinib,4067,LYN,1.0119,1
DB00530,Erlotinib,5753,PTK6,1.0118,0
DB01142,Doxepin,3350,HTR1A,1.0117,1
DB01268,Sunitinib,2321,FLT1,1.0116,1
DB00679,Thioridazine,3350,HTR1A,1.0113,1
DB00850,Perphenazine,3351,HTR1B,1.0113,0
DB01267,Paliperidone,3352,HTR1D,1.0113,1
DB01268,Sunitinib,6792,CDKL5,1.0113,0
DB05294,Vandetanib,5156,PDGFRA,1.0113,1
DB00668,Epinephrine,150,ADRA2A,1.0112,1
DB05294,Vandetanib,11184,MAP4K1,1.0112,1
DB00850,Perphenazine,150,ADRA2A,1.0111,1
DB01162,Terazosin,147,ADRA1B,1.0111,1
DB01268,Sunitinib,3716,JAK1,1.011,1
DB01268,Sunitinib,2066,ERBB4,1.0106,0
DB01268,Sunitinib,238,ALK,1.0106,1
DB00477,Chlorpromazine,1131,CHRM3,1.0104,1
DB01254,Dasatinib,6725,SRMS,1.0104,1
DB00273,Topiramate,765,CA6,1.0102,1
DB01254,Dasatinib,4293,MAP3K9,1.0102,0
DB00703,Methazolamide,759,CA1,1.0101,1
DB04948,Lofexidine,150,ADRA2A,1.0101,1
DB06148,Mianserin,1813,DRD2,1.0101,1
DB00726,Trimipramine,6531,SLC6A3,1.01,1
DB06144,Sertindole,1813,DRD2,1.01,1
DB00623,Fluphenazine,3350,HTR1A,1.0098,1
DB01267,Paliperidone,3350,HTR1A,1.0098,1
DB05294,Vandetanib,4145,MATK,1.0098,0
DB00540,Nortriptyline,10280,SIGMAR1,1.0095,0
DB06148,Mianserin,3356,HTR2A,1.0095,1
DB05294,Vandetanib,5894,RAF1,1.0094,0
DB01288,Fenoterol,154,ADRB2,1.0093,1
DB06616,Bosutinib,8491,MAP4K3,1.0092,1
DB00368,Norepinephrine,150,ADRA2A,1.0087,1
DB00878,Chlorhexidine,6582,SLC22A2,1.0087,1
DB01191,Dexfenfluramine,3356,HTR2A,1.0087,0
DB06216,Asenapine,152,ADRA2C,1.0087,1
DB01114,Chlorphenamine,3269,HRH1,1.0085,1
DB01200,Bromocriptine,3350,HTR1A,1.0084,1
DB05294,Vandetanib,51086,TNNI3K,1.0084,1
DB00502,Haloperidol,150,ADRA2A,1.0082,1
DB01100,Pimozide,3350,HTR1A,1.0082,1
DB01100,Pimozide,1814,DRD3,1.0081,1
DB06616,Bosutinib,5602,MAPK10,1.0081,0
DB08877,Ruxolitinib,3055,HCK,1.0079,0
DB08877,Ruxolitinib,6788,STK3,1.0077,0
DB00398,Sorafenib,640,BLK,1.0075,1
DB00433,Prochlorperazine,3351,HTR1B,1.0073,0
DB01238,Aripiprazole,148,ADRA1A,1.0073,1
DB00259,Sulfanilamide,760,CA2,1.0072,1
DB00611,Butorphanol,4988,OPRM1,1.0071,1
DB00334,Olanzapine,3350,HTR1A,1.007,1
DB06616,Bosutinib,2066,ERBB4,1.007,1
DB01618,Molindone,3351,HTR1B,1.0069,0
DB01254,Dasatinib,695,BTK,1.0068,1
DB01127,Econazole,150,ADRA2A,1.0067,1
DB00819,Acetazolamide,762,CA4,1.0063,1
DB01238,Aripiprazole,3269,HRH1,1.006,1
DB00363,Clozapine,1814,DRD3,1.0059,1
DB00637,Astemizole,3269,HRH1,1.0059,1
DB00679,Thioridazine,3351,HTR1B,1.0059,1
DB00933,Mesoridazine,1813,DRD2,1.0059,1
DB01142,Doxepin,3351,HTR1B,1.0059,0
DB00321,Amitriptyline,6531,SLC6A3,1.0058,1
DB00398,Sorafenib,2041,EPHA1,1.0057,1
DB00696,Ergotamine,3352,HTR1D,1.0057,1
DB00320,Dihydroergotamine,1812,DRD1,1.0054,1
DB00530,Erlotinib,6714,SRC,1.0054,1
DB00185,Cevimeline,1133,CHRM5,1.0052,0
DB00247,Methysergide,3355,HTR1F,1.0052,1
DB00679,Thioridazine,1815,DRD4,1.005,1
DB00800,Fenoldopam,3350,HTR1A,1.0047,0
DB01268,Sunitinib,10769,PLK2,1.0047,1
DB05294,Vandetanib,3791,KDR,1.0047,1
DB00850,Perphenazine,1815,DRD4,1.0045,1
DB00340,Metixene,1131,CHRM3,1.0044,0
DB00988,Dopamine,1812,DRD1,1.0044,1
DB01100,Pimozide,1813,DRD2,1.0044,1
DB01118,Amiodarone,1812,DRD1,1.0043,1
DB01254,Dasatinib,2064,ERBB2,1.0042,1
DB00246,Ziprasidone,1813,DRD2,1.0041,1
DB00247,Methysergide,3357,HTR2B,1.004,1
DB00481,Raloxifene,3358,HTR2C,1.0039,1
DB01268,Sunitinib,1436,CSF1R,1.0039,1
DB08877,Ruxolitinib,51086,TNNI3K,1.0039,0
DB00245,Benzatropine,1128,CHRM1,1.0038,1
DB00353,Methylergometrine,3357,HTR2B,1.0038,1
DB00835,Brompheniramine,1128,CHRM1,1.0038,0
DB00800,Fenoldopam,1812,DRD1,1.0037,1
DB06616,Bosutinib,4058,LTK,1.0037,1
DB00568,Cinnarizine,1813,DRD2,1.0036,1
DB01151,Desipramine,1128,CHRM1,1.0036,1
DB05294,Vandetanib,1956,EGFR,1.0036,1
DB06144,Sertindole,1814,DRD3,1.0036,1
DB00540,Nortriptyline,1133,CHRM5,1.0035,1
DB00477,Chlorpromazine,151,ADRA2B,1.0034,1
DB00450,Droperidol,3351,HTR1B,1.0032,0
DB00935,Oxymetazoline,3350,HTR1A,1.0032,1
DB01268,Sunitinib,27347,STK39,1.0031,1
DB05294,Vandetanib,1969,EPHA2,1.0031,1
DB01254,Dasatinib,640,BLK,1.003,1
DB06616,Bosutinib,1969,EPHA2,1.003,1
DB00476,Duloxetine,6532,SLC6A4,1.0027,1
DB01085,Pilocarpine,1129,CHRM2,1.0026,0
DB05294,Vandetanib,2048,EPHB2,1.0026,1
DB05294,Vandetanib,2322,FLT3,1.0025,1
DB06148,Mianserin,150,ADRA2A,1.0025,1
DB06616,Bosutinib,9344,TAOK2,1.0024,1
DB01254,Dasatinib,4145,MATK,1.0023,0
DB00568,Cinnarizine,3356,HTR2A,1.0022,1
DB00637,Astemizole,1812,DRD1,1.0022,1
DB00734,Risperidone,1814,DRD3,1.0022,1
DB00317,Gefitinib,2064,ERBB2,1.0021,1
DB00589,Lisuride,3358,HTR2C,1.002,1
DB01254,Dasatinib,2043,EPHA4,1.002,1
DB00800,Fenoldopam,1813,DRD2,1.0019,1
DB00317,Gefitinib,2264,FGFR4,1.0018,0
DB01100,Pimozide,3352,HTR1D,1.0018,1
DB01254,Dasatinib,5602,MAPK10,1.0017,0
DB00363,Clozapine,6532,SLC6A4,1.0014,1
DB00450,Droperidol,3357,HTR2B,1.0014,1
DB01102,Arbutamine,154,ADRB2,1.001,0
DB06711,Naphazoline,150,ADRA2A,1.0006,1
DB06616,Bosutinib,5156,PDGFRA,1.0005,1
DB01100,Pimozide,3356,HTR2A,1.0004,1
DB00317,Gefitinib,3815,KIT,1.0001,1
DB00539,Toremifene,3358,HTR2C,1.0001,0
DB05294,Vandetanib,2066,ERBB4,1.0001,1
DB01268,Sunitinib,10783,NEK6,0.99991,0
DB00530,Erlotinib,640,BLK,0.99975,1
DB08877,Ruxolitinib,673,BRAF,0.99972,1
DB00637,Astemizole,6531,SLC6A3,0.99961,1
DB08877,Ruxolitinib,27330,RPS6KA6,0.99957,1
DB08877,Ruxolitinib,9344,TAOK2,0.99941,1
DB00334,Olanzapine,3352,HTR1D,0.99928,0
DB06795,Mafenide,762,CA4,0.99906,1
DB00481,Raloxifene,1815,DRD4,0.99877,0
DB08865,Crizotinib,5753,PTK6,0.99863,0
DB01268,Sunitinib,2241,FER,0.99861,1
DB01624,Zuclopenthixol,150,ADRA2A,0.99848,0
DB00458,Imipramine,6530,SLC6A2,0.9984,1
DB00334,Olanzapine,1813,DRD2,0.99837,1
DB01254,Dasatinib,2321,FLT1,0.99825,1
DB08877,Ruxolitinib,10114,HIPK3,0.99824,1
DB00334,Olanzapine,3351,HTR1B,0.99818,1
DB06795,Mafenide,759,CA1,0.99798,1
DB00387,Procyclidine,1128,CHRM1,0.99795,1
DB01268,Sunitinib,8986,RPS6KA4,0.99789,1
DB00539,Toremifene,148,ADRA1A,0.99788,0
DB04842,Fluspirilene,3350,HTR1A,0.99788,1
DB01239,Chlorprothixene,3358,HTR2C,0.99782,0
DB00850,Perphenazine,3358,HTR2C,0.99764,1
DB00246,Ziprasidone,3351,HTR1B,0.99758,1
DB06616,Bosutinib,2048,EPHB2,0.99758,1
DB00398,Sorafenib,2264,FGFR4,0.99751,0
DB01162,Terazosin,148,ADRA1A,0.99729,1
DB00408,Loxapine,1133,CHRM5,0.99725,1
DB00247,Methysergide,3352,HTR1D,0.99718,1
DB00579,Mazindol,6532,SLC6A4,0.99709,1
DB00476,Duloxetine,3355,HTR1F,0.99704,1
DB00800,Fenoldopam,3351,HTR1B,0.99682,0
DB01254,Dasatinib,6793,STK10,0.99665,1
DB01268,Sunitinib,1432,MAPK14,0.99651,0
DB01142,Doxepin,150,ADRA2A,0.99648,1
DB00472,Fluoxetine,1128,CHRM1,0.99647,1
DB00887,Bumetanide,760,CA2,0.99631,1
DB01254,Dasatinib,25,ABL1,0.99631,1
DB01075,Diphenhydramine,1133,CHRM5,0.99627,0
DB01151,Desipramine,152,ADRA2C,0.99607,0
DB00589,Lisuride,1812,DRD1,0.996,1
DB01268,Sunitinib,9748,SLK,0.99584,1
DB01254,Dasatinib,4294,MAP3K10,0.99583,1
DB00589,Lisuride,1814,DRD3,0.99578,1
DB01268,Sunitinib,27,ABL2,0.99534,1
DB01618,Molindone,1813,DRD2,0.9952,1
DB01268,Sunitinib,4058,LTK,0.99512,1
DB00283,Clemastine,152,ADRA2C,0.99508,1
DB01254,Dasatinib,2066,ERBB4,0.99507,1
DB01149,Nefazodone,3351,HTR1B,0.99503,0
DB00481,Raloxifene,6532,SLC6A4,0.99489,1
DB01254,Dasatinib,4067,LYN,0.99486,1
DB00246,Ziprasidone,3352,HTR1D,0.99479,1
DB00450,Droperidol,1814,DRD3,0.99479,1
DB06589,Pazopanib,673,BRAF,0.99474,1
DB00679,Thioridazine,3356,HTR2A,0.99436,1
DB00476,Duloxetine,150,ADRA2A,0.9943,1
DB00433,Prochlorperazine,3355,HTR1F,0.9942,0
DB00568,Cinnarizine,3350,HTR1A,0.99419,0
DB06616,Bosutinib,9263,STK17A,0.99419,0
DB01268,Sunitinib,5600,MAPK11,0.99418,0
DB01268,Sunitinib,3791,KDR,0.994,1
DB00834,Mifepristone,2099,ESR1,0.99399,1
DB00502,Haloperidol,3362,HTR6,0.99394,1
DB00703,Methazolamide,762,CA4,0.9938,1
DB06144,Sertindole,150,ADRA2A,0.9937,1
DB01268,Sunitinib,10494,STK25,0.99365,1
DB01118,Amiodarone,1128,CHRM1,0.99346,1
DB00540,Nortriptyline,3269,HRH1,0.99309,1
DB00458,Imipramine,1128,CHRM1,0.99308,1
DB00831,Trifluoperazine,3358,HTR2C,0.99301,1
DB01142,Doxepin,1131,CHRM3,0.99297,1
DB00540,Nortriptyline,1813,DRD2,0.99285,1
DB00656,Trazodone,3350,HTR1A,0.99283,1
DB01151,Desipramine,6531,SLC6A3,0.99282,1
DB00539,Toremifene,155,ADRB3,0.9927,0
DB00248,Cabergoline,3350,HTR1A,0.9926,1
DB00988,Dopamine,6532,SLC6A4,0.99241,0
DB00370,Mirtazapine,3358,HTR2C,0.99209,1
DB01114,Chlorphenamine,3358,HTR2C,0.99206,1
DB00935,Oxymetazoline,3351,HTR1B,0.99196,1
DB00363,Clozapine,1812,DRD1,0.99187,1
DB00409,Remoxipride,1813,DRD2,0.99175,1
DB05294,Vandetanib,6793,STK10,0.99174,1
DB00398,Sorafenib,4293,MAP3K9,0.99143,0
DB00363,Clozapine,150,ADRA2A,0.9913,1
DB01085,Pilocarpine,1133,CHRM5,0.99122,0
DB01149,Nefazodone,150,ADRA2A,0.99118,1
DB00458,Imipramine,3358,HTR2C,0.99117,1
DB01268,Sunitinib,9891,NUAK1,0.99094,1
DB06700,Desvenlafaxine,6530,SLC6A2,0.99092,1
DB00408,Loxapine,1131,CHRM3,0.99088,1
DB00434,Cyproheptadine,3355,HTR1F,0.99079,0
DB00540,Nortriptyline,3350,HTR1A,0.9907,1
DB00215,Citalopram,1128,CHRM1,0.9905,1
DB00988,Dopamine,3356,HTR2A,0.99034,0
DB06616,Bosutinib,3791,KDR,0.99027,0
DB00257,Clotrimazole,3351,HTR1B,0.99024,0
DB00714,Apomorphine,3356,HTR2A,0.9902,1
DB00831,Trifluoperazine,1813,DRD2,0.9902,1
DB00623,Fluphenazine,3357,HTR2B,0.99016,1
DB00434,Cyproheptadine,3356,HTR2A,0.98989,1
DB04946,Iloperidone,1129,CHRM2,0.98974,1
DB00656,Trazodone,1813,DRD2,0.98973,1
DB08877,Ruxolitinib,6792,CDKL5,0.98961,0
DB00246,Ziprasidone,3350,HTR1A,0.98949,1
DB00408,Loxapine,150,ADRA2A,0.9894,1
DB06589,Pazopanib,5156,PDGFRA,0.98935,1
DB08865,Crizotinib,6714,SRC,0.98931,0
DB00481,Raloxifene,3350,HTR1A,0.98928,0
DB00408,Loxapine,1815,DRD4,0.98927,1
DB08877,Ruxolitinib,6714,SRC,0.98927,0
DB01118,Amiodarone,3351,HTR1B,0.98922,0
DB08877,Ruxolitinib,8491,MAP4K3,0.9892,0
DB00820,Tadalafil,50940,PDE11A,0.98918,1
DB01238,Aripiprazole,1133,CHRM5,0.98914,1
DB01118,Amiodarone,3357,HTR2B,0.98899,1
DB00334,Olanzapine,3357,HTR2B,0.98872,1
DB00409,Remoxipride,3351,HTR1B,0.98861,0
DB06148,Mianserin,3355,HTR1F,0.9886,1
DB00502,Haloperidol,151,ADRA2B,0.98859,1
DB01242,Clomipramine,6532,SLC6A4,0.98846,1
DB06589,Pazopanib,2044,EPHA5,0.98845,0
DB00703,Methazolamide,760,CA2,0.98836,1
DB06144,Sertindole,3356,HTR2A,0.98834,1
DB00589,Lisuride,1815,DRD4,0.98832,1
DB00433,Prochlorperazine,1131,CHRM3,0.98816,1
DB06616,Bosutinib,1956,EGFR,0.98797,1
DB00457,Prazosin,150,ADRA2A,0.98775,1
DB00409,Remoxipride,3350,HTR1A,0.9877,1
DB00398,Sorafenib,3791,KDR,0.98759,1
DB00502,Haloperidol,6532,SLC6A4,0.98752,1
DB01268,Sunitinib,1613,DAPK3,0.98739,1
DB01268,Sunitinib,2044,EPHA5,0.98735,1
DB06216,Asenapine,3350,HTR1A,0.98734,1
DB01268,Sunitinib,2263,FGFR2,0.98731,1
DB00539,Toremifene,3357,HTR2B,0.98724,0
DB00398,Sorafenib,2322,FLT3,0.98721,1
DB00502,Haloperidol,1129,CHRM2,0.98716,0
DB05294,Vandetanib,3932,LCK,0.98713,1
DB00869,Dorzolamide,762,CA4,0.98711,1
DB00408,Loxapine,151,ADRA2B,0.98704,1
DB06616,Bosutinib,25,ABL1,0.98704,1
DB05294,Vandetanib,2260,FGFR1,0.98695,1
DB06148,Mianserin,3357,HTR2B,0.98687,1
DB01186,Pergolide,1813,DRD2,0.98683,1
DB01268,Sunitinib,84446,BRSK1,0.98674,1
DB00589,Lisuride,3356,HTR2A,0.98673,1
DB00540,Nortriptyline,1129,CHRM2,0.98671,1
DB01142,Doxepin,1133,CHRM5,0.98663,1
DB00340,Metixene,1129,CHRM2,0.98643,0
DB00363,Clozapine,151,ADRA2B,0.98643,1
DB00670,Pirenzepine,1128,CHRM1,0.98638,1
DB00320,Dihydroergotamine,1814,DRD3,0.9862,1
DB01268,Sunitinib,5979,RET,0.98603,1
DB01127,Econazole,3351,HTR1B,0.98591,0
DB08865,Crizotinib,2268,FGR,0.98585,0
DB00800,Fenoldopam,151,ADRA2B,0.9856,0
DB00408,Loxapine,1812,DRD1,0.98558,1
DB00450,Droperidol,3356,HTR2A,0.98555,1
DB01254,Dasatinib,2050,EPHB4,0.98553,1
DB00679,Thioridazine,148,ADRA1A,0.9854,1
DB00320,Dihydroergotamine,150,ADRA2A,0.98525,1
DB04946,Iloperidone,1813,DRD2,0.98524,1
DB00376,Trihexyphenidyl,1133,CHRM5,0.98518,1
DB00317,Gefitinib,11184,MAP4K1,0.98517,0
DB05294,Vandetanib,1436,CSF1R,0.98515,1
DB00320,Dihydroergotamine,1813,DRD2,0.98502,1
DB00540,Nortriptyline,152,ADRA2C,0.98502,1
DB08865,Crizotinib,673,BRAF,0.98495,0
DB06589,Pazopanib,695,BTK,0.98477,0
DB01200,Bromocriptine,1812,DRD1,0.98475,1
DB09000,Cyamemazine,1128,CHRM1,0.98469,1
DB01254,Dasatinib,5894,RAF1,0.98468,1
DB01268,Sunitinib,50488,MINK1,0.98464,1
DB01200,Bromocriptine,1814,DRD3,0.9846,1
DB00714,Apomorphine,1815,DRD4,0.98454,1
DB01238,Aripiprazole,3362,HTR6,0.98451,1
DB01618,Molindone,3358,HTR2C,0.98444,1
DB00321,Amitriptyline,1128,CHRM1,0.98441,1
DB05294,Vandetanib,7075,TIE1,0.98437,1
DB00623,Fluphenazine,1815,DRD4,0.98426,1
DB00317,Gefitinib,1956,EGFR,0.98424,1
DB01144,Diclofenamide,765,CA6,0.9842,1
DB00696,Ergotamine,3350,HTR1A,0.98396,1
DB01254,Dasatinib,5156,PDGFRA,0.98389,1
DB06616,Bosutinib,27,ABL2,0.98386,1
DB00216,Eletriptan,3352,HTR1D,0.9838,1
DB06616,Bosutinib,2241,FER,0.98366,1
DB01254,Dasatinib,1969,EPHA2,0.98358,1
DB00398,Sorafenib,5156,PDGFRA,0.98337,1
DB01239,Chlorprothixene,3355,HTR1F,0.98336,0
DB06616,Bosutinib,2050,EPHB4,0.98335,1
DB00450,Droperidol,3350,HTR1A,0.98324,0
DB00714,Apomorphine,148,ADRA1A,0.98318,1
DB04868,Nilotinib,6714,SRC,0.98305,1
DB00715,Paroxetine,6532,SLC6A4,0.98303,1
DB08865,Crizotinib,3055,HCK,0.98275,0
DB00619,Imatinib,2534,FYN,0.98269,1
DB01268,Sunitinib,54861,SNRK,0.9822,1
DB05294,Vandetanib,4294,MAP3K10,0.98193,0
DB00543,Amoxapine,152,ADRA2C,0.98186,1
DB00317,Gefitinib,7525,YES1,0.98176,1
DB01268,Sunitinib,2048,EPHB2,0.98166,0
DB01149,Nefazodone,6532,SLC6A4,0.98164,1
DB00539,Toremifene,3362,HTR6,0.98159,1
DB00655,Estrone,6532,SLC6A4,0.98157,1
DB00604,Cisapride,1813,DRD2,0.98147,1
DB00540,Nortriptyline,1131,CHRM3,0.98141,1
DB06216,Asenapine,1813,DRD2,0.98135,1
DB06700,Desvenlafaxine,6531,SLC6A3,0.98133,0
DB00543,Amoxapine,6531,SLC6A3,0.98117,1
DB01268,Sunitinib,6885,MAP3K7,0.9811,1
DB00398,Sorafenib,5602,MAPK10,0.98093,0
DB01254,Dasatinib,27,ABL2,0.98086,1
DB00246,Ziprasidone,150,ADRA2A,0.98085,1
DB00334,Olanzapine,1128,CHRM1,0.98078,1
DB01268,Sunitinib,2242,FES,0.98071,1
DB06616,Bosutinib,1436,CSF1R,0.9807,1
DB00476,Duloxetine,3362,HTR6,0.98069,1
DB01268,Sunitinib,4215,MAP3K3,0.98062,1
DB00933,Mesoridazine,1131,CHRM3,0.98059,1
DB01268,Sunitinib,7301,TYRO3,0.9805,1
DB00655,Estrone,367,AR,0.98046,1
DB08877,Ruxolitinib,695,BTK,0.98045,0
DB06616,Bosutinib,7297,TYK2,0.98043,1
DB00450,Droperidol,1812,DRD1,0.98042,1
DB00476,Duloxetine,151,ADRA2B,0.98042,0
DB00869,Dorzolamide,760,CA2,0.98041,1
DB00317,Gefitinib,640,BLK,0.98034,1
DB00637,Astemizole,148,ADRA1A,0.98033,0
DB00185,Cevimeline,1129,CHRM2,0.98032,1
DB06216,Asenapine,3352,HTR1D,0.98019,1
DB06589,Pazopanib,6725,SRMS,0.98018,1
DB00398,Sorafenib,2043,EPHA4,0.98011,1
DB06148,Mianserin,1814,DRD3,0.98008,1
DB05294,Vandetanib,27,ABL2,0.97998,1
DB01268,Sunitinib,4751,NEK2,0.97997,1
DB01085,Pilocarpine,1131,CHRM3,0.97973,0
DB00334,Olanzapine,1129,CHRM2,0.97968,1
DB00420,Promazine,1128,CHRM1,0.97964,1
DB01283,Lumiracoxib,5742,PTGS1,0.97962,1
DB00353,Methylergometrine,3350,HTR1A,0.97957,1
DB00398,Sorafenib,1432,MAPK14,0.97957,1
DB08877,Ruxolitinib,6725,SRMS,0.97945,0
DB00353,Methylergometrine,3356,HTR2A,0.9794,1
DB01239,Chlorprothixene,3356,HTR2A,0.97929,1
DB00656,Trazodone,6532,SLC6A4,0.97907,1
DB01114,Chlorphenamine,3356,HTR2A,0.97905,1
DB05294,Vandetanib,2444,FRK,0.97896,1
DB00422,Methylphenidate,6531,SLC6A3,0.9788,1
DB06589,Pazopanib,1956,EGFR,0.97879,0
DB00458,Imipramine,152,ADRA2C,0.97872,0
DB05294,Vandetanib,5979,RET,0.9787,1
DB06148,Mianserin,151,ADRA2B,0.97868,1
DB00977,Ethinyl Estradiol,6532,SLC6A4,0.97865,1
DB00472,Fluoxetine,3350,HTR1A,0.97858,0
DB08877,Ruxolitinib,6793,STK10,0.97839,0
DB00933,Mesoridazine,1814,DRD3,0.97819,1
DB08877,Ruxolitinib,4294,MAP3K10,0.97816,0
DB04868,Nilotinib,2534,FYN,0.97815,1
DB06616,Bosutinib,10783,NEK6,0.97812,0
DB00933,Mesoridazine,3269,HRH1,0.97795,1
DB01268,Sunitinib,79858,NEK11,0.97783,0
DB08877,Ruxolitinib,1969,EPHA2,0.97782,0
DB08877,Ruxolitinib,2534,FYN,0.9778,1
DB00363,Clozapine,1133,CHRM5,0.97778,1
DB06589,Pazopanib,2321,FLT1,0.97769,1
DB06589,Pazopanib,640,BLK,0.97769,1
DB00481,Raloxifene,150,ADRA2A,0.97759,1
DB01144,Diclofenamide,759,CA1,0.97758,1
DB01239,Chlorprothixene,1813,DRD2,0.97754,1
DB00317,Gefitinib,695,BTK,0.97753,0
DB00530,Erlotinib,2264,FGFR4,0.97751,0
DB01254,Dasatinib,2322,FLT3,0.97741,1
DB00476,Duloxetine,3354,HTR1E,0.9774,1
DB01036,Tolterodine,1128,CHRM1,0.9773,1
DB00604,Cisapride,3350,HTR1A,0.97729,1
DB00433,Prochlorperazine,151,ADRA2B,0.97696,1
DB01268,Sunitinib,85366,MYLK2,0.97691,1
DB01142,Doxepin,1814,DRD3,0.97685,1
DB01267,Paliperidone,1814,DRD3,0.97682,1
DB01200,Bromocriptine,3358,HTR2C,0.97678,1
DB00370,Mirtazapine,152,ADRA2C,0.97675,1
DB08877,Ruxolitinib,2268,FGR,0.97672,0
DB06589,Pazopanib,11184,MAP4K1,0.9766,1
DB06616,Bosutinib,7075,TIE1,0.97656,1
DB05294,Vandetanib,2047,EPHB1,0.97655,1
DB00988,Dopamine,1813,DRD2,0.97654,1
DB05294,Vandetanib,4058,LTK,0.97644,1
DB00408,Loxapine,6532,SLC6A4,0.97641,0
DB06616,Bosutinib,5979,RET,0.9764,1
DB00477,Chlorpromazine,3352,HTR1D,0.97629,1
DB00530,Erlotinib,673,BRAF,0.97625,0
DB06616,Bosutinib,9212,AURKB,0.97625,0
DB00317,Gefitinib,2043,EPHA4,0.97614,0
DB00800,Fenoldopam,1814,DRD3,0.97607,0
DB06616,Bosutinib,7301,TYRO3,0.97605,1
DB00637,Astemizole,3350,HTR1A,0.97604,0
DB00398,Sorafenib,11184,MAP4K1,0.97593,1
DB08877,Ruxolitinib,9263,STK17A,0.97593,1
DB00353,Methylergometrine,3358,HTR2C,0.97575,1
DB00315,Zolmitriptan,3350,HTR1A,0.97573,1
DB00420,Promazine,1813,DRD2,0.97559,1
DB00433,Prochlorperazine,1133,CHRM5,0.97556,1
DB00450,Droperidol,148,ADRA1A,0.97555,0
DB06589,Pazopanib,3791,KDR,0.97555,1
DB00476,Duloxetine,10280,SIGMAR1,0.97552,0
DB00589,Lisuride,3351,HTR1B,0.97547,1
DB00317,Gefitinib,5156,PDGFRA,0.97541,0
DB00696,Ergotamine,3356,HTR2A,0.97534,1
DB01254,Dasatinib,6788,STK3,0.97528,0
DB00679,Thioridazine,151,ADRA2B,0.97524,1
DB00800,Fenoldopam,148,ADRA1A,0.97517,0
DB00579,Mazindol,10280,SIGMAR1,0.9751,1
DB00540,Nortriptyline,6530,SLC6A2,0.97509,1
DB00934,Maprotiline,6532,SLC6A4,0.97507,1
DB00831,Trifluoperazine,1812,DRD1,0.97504,1
DB00484,Brimonidine,147,ADRA1B,0.9748,1
DB01100,Pimozide,150,ADRA2A,0.97463,1
DB01238,Aripiprazole,3354,HTR1E,0.97463,1
DB05294,Vandetanib,2263,FGFR2,0.97462,1
DB01254,Dasatinib,1436,CSF1R,0.97461,1
DB00321,Amitriptyline,3358,HTR2C,0.97451,1
DB06616,Bosutinib,3716,JAK1,0.97449,0
DB00539,Toremifene,1128,CHRM1,0.97448,0
DB00623,Fluphenazine,3356,HTR2A,0.97437,1
DB00530,Erlotinib,2044,EPHA5,0.9743,1
DB01142,Doxepin,1129,CHRM2,0.97427,1
DB00869,Dorzolamide,759,CA1,0.97386,1
DB00935,Oxymetazoline,152,ADRA2C,0.97381,1
DB00317,Gefitinib,2041,EPHA1,0.97369,1
DB00398,Sorafenib,2050,EPHB4,0.97366,1
DB00712,Flurbiprofen,5742,PTGS1,0.97359,1
DB06616,Bosutinib,238,ALK,0.97346,1
DB08877,Ruxolitinib,5894,RAF1,0.97338,0
DB00248,Cabergoline,150,ADRA2A,0.97335,1
DB06616,Bosutinib,9748,SLK,0.97334,1
DB01175,Escitalopram,6532,SLC6A4,0.97331,0
DB06589,Pazopanib,2064,ERBB2,0.97318,0
DB00481,Raloxifene,3351,HTR1B,0.97311,0
DB00752,Tranylcypromine,4128,MAOA,0.97304,1
DB01142,Doxepin,3356,HTR2A,0.97303,1
DB01200,Bromocriptine,3351,HTR1B,0.97301,1
DB00398,Sorafenib,25,ABL1,0.97297,1
DB01268,Sunitinib,1956,EGFR,0.97297,1
DB01224,Quetiapine,1813,DRD2,0.97294,1
DB00216,Eletriptan,3358,HTR2C,0.97286,0
DB00245,Benzatropine,1133,CHRM5,0.97286,1
DB00502,Haloperidol,3355,HTR1F,0.97285,1
DB00568,Cinnarizine,1815,DRD4,0.97284,0
DB00248,Cabergoline,1813,DRD2,0.97253,1
DB01254,Dasatinib,6789,STK4,0.9725,1
DB00675,Tamoxifen,152,ADRA2C,0.97245,0
DB00568,Cinnarizine,6531,SLC6A3,0.97244,1
DB01254,Dasatinib,1956,EGFR,0.97241,1
DB06148,Mianserin,1812,DRD1,0.97221,1
DB01238,Aripiprazole,1131,CHRM3,0.97206,1
DB00317,Gefitinib,4067,LYN,0.97205,1
DB06148,Mianserin,3352,HTR1D,0.97203,1
DB06589,Pazopanib,4145,MATK,0.97199,0
DB01268,Sunitinib,6850,SYK,0.97184,0
DB01268,Sunitinib,9252,RPS6KA5,0.97178,1
DB06144,Sertindole,1815,DRD4,0.97178,1
DB06616,Bosutinib,2263,FGFR2,0.97175,0
DB00472,Fluoxetine,6531,SLC6A3,0.97174,1
DB01254,Dasatinib,3791,KDR,0.97165,1
DB00457,Prazosin,148,ADRA1A,0.9715,1
DB06216,Asenapine,3356,HTR2A,0.97145,1
DB01254,Dasatinib,2044,EPHA5,0.97141,1
DB01110,Miconazole,152,ADRA2C,0.97136,0
DB06616,Bosutinib,6792,CDKL5,0.97136,0
DB00734,Risperidone,150,ADRA2A,0.97128,1
DB00334,Olanzapine,150,ADRA2A,0.97125,1
